form	lemmaId	lemma	linkType	pos	via	note
aa	aa.a	aa-	self	a.	aa-	
yn nah	nah.n	nah	self	s. f.	yn nah	demutation-unvalidated
ynnah	nah.n	nah	self	s. f.	yn nah	collapsed
ynnah	nah.n	nah	univerbated	s. f.	yn nah	
nah	nah.n	nah	particle	s. f.	yn nah	demutation-unvalidated
aa aase	aa-aase.n	aa-aase	self	s. m.	aa-aase	
aaaase	aa-aase.n	aa-aase	self	s. m.	aa-aase	collapsed
aaaase	aa-aase.n	aaaase	univerbated	s. m.	aa-aase	
aa aase	aa-aase.v	aa-aase	self	v.	aa-aase	
aaaase	aa-aase.v	aa-aase	self	v.	aa-aase	collapsed
aaaase	aa-aase.v	aaaase	univerbated	v.	aa-aase	
aa chionnagh	aa-chionnagh.v	aa-chionnagh	self	v.	aa-chionnagh	
aachionnagh	aa-chionnagh.v	aa-chionnagh	self	v.	aa-chionnagh	collapsed
aachionnagh	aa-chionnagh.v	aachionnagh	univerbated	v.	aa-chionnagh	
aa chionnit	aa-chionnit.x	aa-chionnit	self	pt.	aa-chionnit	
aachionnit	aa-chionnit.x	aa-chionnit	self	pt.	aa-chionnit	collapsed
aachionnit	aa-chionnit.x	aachionnit	univerbated	pt.	aa-chionnit	
aa chlashtyn	aa-chlashtyn.n	aa-chlashtyn	self	s. m.	aa-chlashtyn	
aachlashtyn	aa-chlashtyn.n	aa-chlashtyn	self	s. m.	aa-chlashtyn	collapsed
aachlashtyn	aa-chlashtyn.n	aachlashtyn	univerbated	s. m.	aa-chlashtyn	
aa chluinnit	aa-chluinnit.x	aa-chluinnit	self	pt.	aa-chluinnit	
aachluinnit	aa-chluinnit.x	aa-chluinnit	self	pt.	aa-chluinnit	collapsed
aachluinnit	aa-chluinnit.x	aachluinnit	univerbated	pt.	aa-chluinnit	
aa chooinaghtyn	aa-chooinaghtyn.n	aa-chooinaghtyn	self	s. m.	aa-chooinaghtyn	
aachooinaghtyn	aa-chooinaghtyn.n	aa-chooinaghtyn	self	s. m.	aa-chooinaghtyn	collapsed
aachooinaghtyn	aa-chooinaghtyn.n	aachooinaghtyn	univerbated	s. m.	aa-chooinaghtyn	
aa chummit	aa-chummit.x	aa-chummit	self	pt.	aa-chummit	
aachummit	aa-chummit.x	aa-chummit	self	pt.	aa-chummit	collapsed
aachummit	aa-chummit.x	aachummit	univerbated	pt.	aa-chummit	
aa eaddagh	aa-eaddagh.n	aa-eaddagh	self	s. m.	aa-eaddagh	
aaeaddagh	aa-eaddagh.n	aa-eaddagh	self	s. m.	aa-eaddagh	collapsed
aaeaddagh	aa-eaddagh.n	aaeaddagh	univerbated	s. m.	aa-eaddagh	
aa gherrit	aa-gherrit.x	aa-gherrit	self		aa-gherrit	
aagherrit	aa-gherrit.x	aa-gherrit	self		aa-gherrit	collapsed
aagherrit	aa-gherrit.x	aagherrit	univerbated		aa-gherrit	
aa gherrityn	aa-gherrit.x	aa-gherrit	inflected		aa-gherrit	
aagherrityn	aa-gherrit.x	aa-gherrit	inflected		aa-gherrit	collapsed
aagherrityn	aa-gherrit.x	aagherrit	univerbated		aa-gherrit	
aagherrid	aa-gherrit.x	aa-gherrit	variant		aagherrid	
aagherridyn	aa-gherrit.x	aa-gherrit	inflected		aagherrid	
aa ghiennaghtyn	aa-ghiennaghtyn.n	aa-ghiennaghtyn	self	s. m.	aa-ghiennaghtyn	
aaghiennaghtyn	aa-ghiennaghtyn.n	aa-ghiennaghtyn	self	s. m.	aa-ghiennaghtyn	collapsed
aaghiennaghtyn	aa-ghiennaghtyn.n	aaghiennaghtyn	univerbated	s. m.	aa-ghiennaghtyn	
aa hilley	aa-hilley.n	aa-hilley	self	s. m.	aa-hilley	
aahilley	aa-hilley.n	aa-hilley	self	s. m.	aa-hilley	collapsed
aahilley	aa-hilley.n	aahilley	univerbated	s. m.	aa-hilley	
aa hroggal	aa-hroggal.v	aa-hroggal	self	v.	aa-hroggal	
aahroggal	aa-hroggal.v	aa-hroggal	self	v.	aa-hroggal	collapsed
aahroggal	aa-hroggal.v	aahroggal	univerbated	v.	aa-hroggal	
aa lhieeney	aa-lhieeney.n	aa-lhieeney	self	s. m.	aa-lhieeney	
aalhieeney	aa-lhieeney.n	aa-lhieeney	self	s. m.	aa-lhieeney	collapsed
aalhieeney	aa-lhieeney.n	aalhieeney	univerbated	s. m.	aa-lhieeney	
aa lhieeney	aa-lhieeney.v	aa-lhieeney	self	v.	aa-lhieeney	
aalhieeney	aa-lhieeney.v	aa-lhieeney	self	v.	aa-lhieeney	collapsed
aalhieeney	aa-lhieeney.v	aalhieeney	univerbated	v.	aa-lhieeney	
aa oe	aa-oe.n	aa-oe	self	s. m.	aa-oe	
aaoe	aa-oe.n	aa-oe	self	s. m.	aa-oe	collapsed
aaoe	aa-oe.n	aaoe	univerbated	s. m.	aa-oe	
aa smooinaght	aa-smooinaght.n	aa-smooinaght	self	s. m.	aa-smooinaght	
aasmooinaght	aa-smooinaght.n	aa-smooinaght	self	s. m.	aa-smooinaght	collapsed
aasmooinaght	aa-smooinaght.n	aasmooinaght	univerbated	s. m.	aa-smooinaght	
aa vaair	aa-vaair.n	aa-vaair	self	s. m.	aa-vaair	
aavaair	aa-vaair.n	aa-vaair	self	s. m.	aa-vaair	collapsed
aavaair	aa-vaair.n	aavaair	univerbated	s. m.	aa-vaair	
aa vaair	aa-vaair.v	aa-vaair	self	v.	aa-vaair	
aavaair	aa-vaair.v	aa-vaair	self	v.	aa-vaair	collapsed
aavaair	aa-vaair.v	aavaair	univerbated	v.	aa-vaair	
aa vioghee	aa-vaair.n	aa-vaair	variant	s. m.	aa-vioghee	
aavioghee	aa-vaair.n	aa-vaair	variant	s. m.	aa-vioghee	collapsed
aavioghee	aa-vaair.n	aavaair	univerbated	s. m.	aa-vioghee	
dy aa vioghey	aa-vioghey.v	aa-vioghey	self	v.	dy aa-vioghey	
dyaavioghey	aa-vioghey.v	aa-vioghey	self	v.	dy aa-vioghey	collapsed
dyaavioghey	aa-vioghey.v	aavioghey	univerbated	v.	dy aa-vioghey	
aa vioghey	aa-vioghey.v	aa-vioghey	particle	v.	dy aa-vioghey	
aavioghey	aa-vioghey.v	aa-vioghey	particle	v.	dy aa-vioghey	collapsed
aavioghey	aa-vioghey.v	aavioghey	univerbated	v.	dy aa-vioghey	
aadjin	aadjin.n	aadjin	self	s. m.	aadjin	
aaitchin	aadjin.n	aadjin	variant	s. m.	aaitçhin	
aaitn	aaitn.v	aaitn	self	v.	aaitn	
aaitnagh	aaitn.v	aaitn	inflected	v.	aaitn	
aaitnee	aaitn.v	aaitn	inflected	v.	aaitn	
aaitney	aaitn.v	aaitn	inflected	v.	aaitn	
aaitnin	aaitn.v	aaitn	inflected	v.	aaitn	
aaitnins	aaitn.v	aaitn	inflected	v.	aaitn	
aaitnym	aaitn.v	aaitn	inflected	v.	aaitn	
aaitnyms	aaitn.v	aaitn	inflected	v.	aaitn	
aaitnys	aaitn.v	aaitn	inflected	v.	aaitn	
cha n'aaitn	n'aaitn.v	n'aaitn	self	v.	cha n'aaitn	demutation-unvalidated
chan'aaitn	n'aaitn.v	n'aaitn	self	v.	cha n'aaitn	collapsed
chan'aaitn	n'aaitn.v	n'aaitn	univerbated	v.	cha n'aaitn	
n'aaitn	n'aaitn.v	n'aaitn	particle	v.	cha n'aaitn	demutation-unvalidated
aaitn	n'aaitn.v	n'aaitn	mutation	v.	cha n'aaitn	demutation-unvalidated
cha n'aaitnagh	n'aaitn.v	n'aaitn	inflected	v.	cha n'aaitn	demutation-unvalidated
chan'aaitnagh	n'aaitn.v	n'aaitn	inflected	v.	cha n'aaitn	collapsed
chan'aaitnagh	n'aaitn.v	n'aaitn	univerbated	v.	cha n'aaitn	
n'aaitnagh	n'aaitn.v	n'aaitn	inflected	v.	cha n'aaitn	demutation-unvalidated
aaitnagh	n'aaitn.v	n'aaitn	inflected	v.	cha n'aaitn	demutation-unvalidated
cha n'aaitnin	n'aaitn.v	n'aaitn	inflected	v.	cha n'aaitn	demutation-unvalidated
chan'aaitnin	n'aaitn.v	n'aaitn	inflected	v.	cha n'aaitn	collapsed
chan'aaitnin	n'aaitn.v	n'aaitn	univerbated	v.	cha n'aaitn	
n'aaitnin	n'aaitn.v	n'aaitn	inflected	v.	cha n'aaitn	demutation-unvalidated
aaitnin	n'aaitn.v	n'aaitn	inflected	v.	cha n'aaitn	demutation-unvalidated
cha n'aaitnins	n'aaitn.v	n'aaitn	inflected	v.	cha n'aaitn	demutation-unvalidated
chan'aaitnins	n'aaitn.v	n'aaitn	inflected	v.	cha n'aaitn	collapsed
chan'aaitnins	n'aaitn.v	n'aaitn	univerbated	v.	cha n'aaitn	
n'aaitnins	n'aaitn.v	n'aaitn	inflected	v.	cha n'aaitn	demutation-unvalidated
aaitnins	n'aaitn.v	n'aaitn	inflected	v.	cha n'aaitn	demutation-unvalidated
cha n'aaitnym	n'aaitn.v	n'aaitn	inflected	v.	cha n'aaitn	demutation-unvalidated
chan'aaitnym	n'aaitn.v	n'aaitn	inflected	v.	cha n'aaitn	collapsed
chan'aaitnym	n'aaitn.v	n'aaitn	univerbated	v.	cha n'aaitn	
n'aaitnym	n'aaitn.v	n'aaitn	inflected	v.	cha n'aaitn	demutation-unvalidated
aaitnym	n'aaitn.v	n'aaitn	inflected	v.	cha n'aaitn	demutation-unvalidated
cha n'aaitnyms	n'aaitn.v	n'aaitn	inflected	v.	cha n'aaitn	demutation-unvalidated
chan'aaitnyms	n'aaitn.v	n'aaitn	inflected	v.	cha n'aaitn	collapsed
chan'aaitnyms	n'aaitn.v	n'aaitn	univerbated	v.	cha n'aaitn	
n'aaitnyms	n'aaitn.v	n'aaitn	inflected	v.	cha n'aaitn	demutation-unvalidated
aaitnyms	n'aaitn.v	n'aaitn	inflected	v.	cha n'aaitn	demutation-unvalidated
cha n'aaitnee	n'aaitn.v	n'aaitn	variant	v.	cha n'aaitnee	demutation-unvalidated
chan'aaitnee	n'aaitn.v	n'aaitn	variant	v.	cha n'aaitnee	collapsed
chan'aaitnee	n'aaitn.v	n'aaitn	univerbated	v.	cha n'aaitnee	
n'aaitnee	n'aaitn.v	n'aaitn	particle	v.	cha n'aaitnee	demutation-unvalidated
aaitnee	n'aaitn.v	n'aaitn	mutation	v.	cha n'aaitnee	demutation-unvalidated
gaaitnagh	aaitnagh.v	aaitnagh	self	v.	gaaitnagh	
gaaitnaghey	aaitnagh.v	aaitnagh	variant	v.	gaaitnaghey	
dy aaitnagh	aaitnagh.v	aaitnagh	self	v.	dy aaitnagh	
dyaaitnagh	aaitnagh.v	aaitnagh	self	v.	dy aaitnagh	collapsed
dyaaitnagh	aaitnagh.v	aaitnagh	univerbated	v.	dy aaitnagh	
aaitnagh	aaitnagh.v	aaitnagh	particle	v.	dy aaitnagh	
dy aaitnaghey	aaitnagh.v	aaitnagh	variant	v.	dy aaitnaghey	
dyaaitnaghey	aaitnagh.v	aaitnagh	variant	v.	dy aaitnaghey	collapsed
dyaaitnaghey	aaitnagh.v	aaitnagh	univerbated	v.	dy aaitnaghey	
aaitnaghey	aaitnagh.v	aaitnagh	particle	v.	dy aaitnaghey	
er n'aaitnaghey	n'aaitnaghey.v	n'aaitnaghey	self	v.	er n'aaitnaghey	demutation-unvalidated
ern'aaitnaghey	n'aaitnaghey.v	n'aaitnaghey	self	v.	er n'aaitnaghey	collapsed
ern'aaitnaghey	n'aaitnaghey.v	n'aaitnaghey	univerbated	v.	er n'aaitnaghey	
n'aaitnaghey	n'aaitnaghey.v	n'aaitnaghey	particle	v.	er n'aaitnaghey	demutation-unvalidated
aaitnaghey	n'aaitnaghey.v	n'aaitnaghey	mutation	v.	er n'aaitnaghey	demutation-unvalidated
daaitnee	daaitnee.v	daaitnee	self	v.	daaitnee	demutation-unvalidated
aaitnit	aaitnit.x	aaitnit	self	pt.	aaitnit	
s'aaitnit	s'aaitnit.a	s'aaitnit	self	a.	s'aaitnit	
aaitnit	s'aaitnit.a	s'aaitnit	mutation	a.	s'aaitnit	
baar aadjin	baar-aadjin.x	baar-aadjin	self		baar-aadjin	
baaraadjin	baar-aadjin.x	baar-aadjin	self		baar-aadjin	collapsed
baaraadjin	baar-aadjin.x	baaraadjin	univerbated		baar-aadjin	
grein aadjyn	grein-aadjyn.n	grein-aadjyn	self	s. pl.	grein-aadjyn	
greinaadjyn	grein-aadjyn.n	grein-aadjyn	self	s. pl.	grein-aadjyn	collapsed
greinaadjyn	grein-aadjyn.n	greinaadjyn	univerbated	s. pl.	grein-aadjyn	
koinney aadjin	koinney-aadjin.n	koinney-aadjin	self	s.	koinney-aadjin	
koinneyaadjin	koinney-aadjin.n	koinney-aadjin	self	s.	koinney-aadjin	collapsed
koinneyaadjin	koinney-aadjin.n	koinneyaadjin	univerbated	s.	koinney-aadjin	
aae	aae.n	aae	self	s. f.	aae	
aaeghyn	aae.n	aae	inflected	s. f.	aae	
aaghyn	aaghyn.n	aaghyn	self	s. pl.	aaghyn	
aaght	aaght.n	aaght	self	s. m.	aaght	
aaghtyn	aaght.n	aaght	inflected	s. m.	aaght	
aaght	aaght.v	aaght	self	v.	aaght	
aaghtit	aaghtit.x	aaghtit	self	pt.	aaghtit	
e haaght	aaght.n	aaght	self	s.	e haaght	
ehaaght	aaght.n	aaght	self	s.	e haaght	collapsed
ehaaght	aaght.n	aaght	univerbated	s.	e haaght	
haaght	aaght.n	aaght	particle	s.	e haaght	
aailagh	aailagh.n	aailagh	self	s. f.	aailagh	
aailyn	aailagh.n	aailagh	inflected	s. f.	aailagh	
aailee	aailagh.n	aailagh	inflected	s. f.	aailagh	
aalagh	aailagh.n	aailagh	variant	s. f.	aalagh	
aalyn	aailagh.n	aailagh	inflected	s. f.	aalagh	
aalee	aailagh.n	aailagh	inflected	s. f.	aalagh	
gaailagh	aailagh.n	aailagh	self	s. f.	gaailagh	
aail	aail.a	aail	self	a. d.	aail	
aajey	aajey.n	aajey	self	s. m.	aajey	
aajaghyn	aajey.n	aajey	inflected	s. m.	aajey	
aahley	aajey.n	aajey	variant	s. m.	aahley	
aahlaghyn	aajey.n	aajey	inflected	s. m.	aahley	
ahley	ahley.n	ahley	self	s. f.	ahley	
ahlaghyn	ahley.n	ahley	inflected	s. f.	ahley	
aalican	aalican.n	aalican	self	s. m.	aalican	
aalin	aalin.a	aalin	self	a.	aalin	
s'aalin	s'aalin.a	s'aalin	self	a.	s'aalin	demutation-unvalidated
aalin	s'aalin.a	s'aalin	mutation	a.	s'aalin	demutation-unvalidated
s'aaley	s'aaley.a	s'aaley	self	a. id.	s'aaley	demutation-unvalidated
aaley	s'aaley.a	s'aaley	mutation	a. id.	s'aaley	demutation-unvalidated
neu aalin	neu-aalin.a	neu-aalin	self	a.	neu-aalin	
neuaalin	neu-aalin.a	neu-aalin	self	a.	neu-aalin	collapsed
neuaalin	neu-aalin.a	neuaalin	univerbated	a.	neu-aalin	
aalid	aalid.n	aalid	self	s. m.	aalid	
e haalid	aalid.n	aalid	self	s.	e haalid	
ehaalid	aalid.n	aalid	self	s.	e haalid	collapsed
ehaalid	aalid.n	aalid	univerbated	s.	e haalid	
haalid	aalid.n	aalid	particle	s.	e haalid	
aall	aall.n	aall	self	s. m.	aall	
aallyn	aall.n	aall	inflected	s. m.	aall	
e haal	haal.n	haal	self	s.	e haal	demutation-unvalidated
ehaal	haal.n	haal	self	s.	e haal	collapsed
ehaal	haal.n	haal	univerbated	s.	e haal	
haal	haal.n	haal	particle	s.	e haal	demutation-unvalidated
haal	taal.v	taal	demutated	v.	e haal	
aane	aane.n	aane	self	s. f.	aane	
aaneyn	aane.n	aane	inflected	s. f.	aane	
e haane	aane.n	aane	self	s.	e haane	
ehaane	aane.n	aane	self	s.	e haane	collapsed
ehaane	aane.n	aane	univerbated	s.	e haane	
haane	aane.n	aane	particle	s.	e haane	
e haaneyn	aane.n	aane	inflected	s.	e haane	
ehaaneyn	aane.n	aane	inflected	s.	e haane	collapsed
ehaaneyn	aane.n	aane	univerbated	s.	e haane	
haaneyn	aane.n	aane	inflected	s.	e haane	
aanrit	aanrit.n	aanrit	self	s. m.	aanrit	
aanrityn	aanrit.n	aanrit	inflected	s. m.	aanrit	
e haanrit	aanrit.n	aanrit	self	s.	e haanrit	
ehaanrit	aanrit.n	aanrit	self	s.	e haanrit	collapsed
ehaanrit	aanrit.n	aanrit	univerbated	s.	e haanrit	
haanrit	aanrit.n	aanrit	particle	s.	e haanrit	
aanrit breck	aanrit-breck.x	aanrit breck	self		aanrit breck	
aanritbreck	aanrit-breck.x	aanrit breck	self		aanrit breck	collapsed
aanritbreck	aanrit-breck.x	aanritbreck	univerbated		aanrit breck	
aanrit sack	aanrit-sack.x	aanrit sack	self		aanrit sack	
aanritsack	aanrit-sack.x	aanrit sack	self		aanrit sack	collapsed
aanritsack	aanrit-sack.x	aanritsack	univerbated		aanrit sack	
aanrit caitnagh	aanrit-caitnagh.x	aanrit caitnagh	self		aanrit caitnagh	
aanritcaitnagh	aanrit-caitnagh.x	aanrit caitnagh	self		aanrit caitnagh	collapsed
aanritcaitnagh	aanrit-caitnagh.x	aanritcaitnagh	univerbated		aanrit caitnagh	
aarey	aarey.n	aarey	self	s. f.	aarey	
aaraghyn	aarey.n	aarey	inflected	s. f.	aarey	
aarl	aarl.x	aarl	self		aarl	
aarlagh	aarl.x	aarl	inflected		aarl	
aarlaghey	aarl.x	aarl	inflected		aarl	
aarlee	aarl.x	aarl	inflected		aarl	
aarlin	aarl.x	aarl	inflected		aarl	
aarlins	aarl.x	aarl	inflected		aarl	
aarlym	aarl.x	aarl	inflected		aarl	
aarlyms	aarl.x	aarl	inflected		aarl	
aarlys	aarl.x	aarl	inflected		aarl	
aarlee	aarl.x	aarl	variant		aarlee	
daarl	aarl.v	aarl	self	v.	daarl	
daarlee	aarl.v	aarl	variant	v.	daarlee	
cha n'aarl	n'aarl.v	n'aarl	self	v.	cha n'aarl	demutation-unvalidated
chan'aarl	n'aarl.v	n'aarl	self	v.	cha n'aarl	collapsed
chan'aarl	n'aarl.v	n'aarl	univerbated	v.	cha n'aarl	
n'aarl	n'aarl.v	n'aarl	particle	v.	cha n'aarl	demutation-unvalidated
aarl	n'aarl.v	n'aarl	mutation	v.	cha n'aarl	demutation-unvalidated
cha n'aarlagh	n'aarl.v	n'aarl	inflected	v.	cha n'aarl	demutation-unvalidated
chan'aarlagh	n'aarl.v	n'aarl	inflected	v.	cha n'aarl	collapsed
chan'aarlagh	n'aarl.v	n'aarl	univerbated	v.	cha n'aarl	
n'aarlagh	n'aarl.v	n'aarl	inflected	v.	cha n'aarl	demutation-unvalidated
aarlagh	n'aarl.v	n'aarl	inflected	v.	cha n'aarl	demutation-unvalidated
cha n'aarlin	n'aarl.v	n'aarl	inflected	v.	cha n'aarl	demutation-unvalidated
chan'aarlin	n'aarl.v	n'aarl	inflected	v.	cha n'aarl	collapsed
chan'aarlin	n'aarl.v	n'aarl	univerbated	v.	cha n'aarl	
n'aarlin	n'aarl.v	n'aarl	inflected	v.	cha n'aarl	demutation-unvalidated
aarlin	n'aarl.v	n'aarl	inflected	v.	cha n'aarl	demutation-unvalidated
cha n'aarlins	n'aarl.v	n'aarl	inflected	v.	cha n'aarl	demutation-unvalidated
chan'aarlins	n'aarl.v	n'aarl	inflected	v.	cha n'aarl	collapsed
chan'aarlins	n'aarl.v	n'aarl	univerbated	v.	cha n'aarl	
n'aarlins	n'aarl.v	n'aarl	inflected	v.	cha n'aarl	demutation-unvalidated
aarlins	n'aarl.v	n'aarl	inflected	v.	cha n'aarl	demutation-unvalidated
cha n'aarlyn	n'aarl.v	n'aarl	inflected	v.	cha n'aarl	demutation-unvalidated
chan'aarlyn	n'aarl.v	n'aarl	inflected	v.	cha n'aarl	collapsed
chan'aarlyn	n'aarl.v	n'aarl	univerbated	v.	cha n'aarl	
n'aarlyn	n'aarl.v	n'aarl	inflected	v.	cha n'aarl	demutation-unvalidated
aarlyn	n'aarl.v	n'aarl	inflected	v.	cha n'aarl	demutation-unvalidated
cha n'aarlyms	n'aarl.v	n'aarl	inflected	v.	cha n'aarl	demutation-unvalidated
chan'aarlyms	n'aarl.v	n'aarl	inflected	v.	cha n'aarl	collapsed
chan'aarlyms	n'aarl.v	n'aarl	univerbated	v.	cha n'aarl	
n'aarlyms	n'aarl.v	n'aarl	inflected	v.	cha n'aarl	demutation-unvalidated
aarlyms	n'aarl.v	n'aarl	inflected	v.	cha n'aarl	demutation-unvalidated
cha n'aarlym	n'aarl.v	n'aarl	inflected	v.	cha n'aarl	demutation-unvalidated
chan'aarlym	n'aarl.v	n'aarl	inflected	v.	cha n'aarl	collapsed
chan'aarlym	n'aarl.v	n'aarl	univerbated	v.	cha n'aarl	
n'aarlym	n'aarl.v	n'aarl	inflected	v.	cha n'aarl	demutation-unvalidated
aarlym	n'aarl.v	n'aarl	inflected	v.	cha n'aarl	demutation-unvalidated
cha n'aarlee	n'aarl.v	n'aarl	variant	v.	cha n'aarlee	demutation-unvalidated
chan'aarlee	n'aarl.v	n'aarl	variant	v.	cha n'aarlee	collapsed
chan'aarlee	n'aarl.v	n'aarl	univerbated	v.	cha n'aarlee	
n'aarlee	n'aarl.v	n'aarl	particle	v.	cha n'aarlee	demutation-unvalidated
aarlee	n'aarl.v	n'aarl	mutation	v.	cha n'aarlee	demutation-unvalidated
aarlagh	aarlagh.v	aarlagh	self	v.	aarlagh	
aarlaghey	aarlagh.v	aarlagh	variant	v.	aarlaghey	
gaarlagh	aarlagh.v	aarlagh	self	v.	gaarlagh	
gaarlaghey	aarlagh.v	aarlagh	variant	v.	gaarlaghey	
er n'aarlaghey	n'aarlaghey.v	n'aarlaghey	self	v.	er n'aarlaghey	demutation-unvalidated
ern'aarlaghey	n'aarlaghey.v	n'aarlaghey	self	v.	er n'aarlaghey	collapsed
ern'aarlaghey	n'aarlaghey.v	n'aarlaghey	univerbated	v.	er n'aarlaghey	
n'aarlaghey	n'aarlaghey.v	n'aarlaghey	particle	v.	er n'aarlaghey	demutation-unvalidated
aarlaghey	n'aarlaghey.v	n'aarlaghey	mutation	v.	er n'aarlaghey	demutation-unvalidated
e haarlagh	aarlagh.n	aarlagh	self	s.	e haarlagh	
ehaarlagh	aarlagh.n	aarlagh	self	s.	e haarlagh	collapsed
ehaarlagh	aarlagh.n	aarlagh	univerbated	s.	e haarlagh	
haarlagh	aarlagh.n	aarlagh	particle	s.	e haarlagh	
aarlee	aarlee.a	aarlee	self	a. d	aarlee	
aarlider	aarlider.n	aarlider	self	s. m.	aarlider	
aarlit	aarlit.x	aarlit	self	pt.	aarlit	
s'aarlit	s'aarlit.a	s'aarlit	self	a.	s'aarlit	demutation-unvalidated
aarlit	s'aarlit.a	s'aarlit	mutation	a.	s'aarlit	demutation-unvalidated
aarloo	aarloo.a	aarloo	self	a.	aarloo	
s'aarloo	s'aarloo.a	s'aarloo	self	a.	s'aarloo	demutation-unvalidated
aarloo	s'aarloo.a	s'aarloo	mutation	a.	s'aarloo	demutation-unvalidated
aarlooid	aarlooid.n	aarlooid	self	s.	aarlooid	
mee aarlooid	mee-aarlooid.n	mee-aarlooid	self	s.	mee-aarlooid	
meeaarlooid	mee-aarlooid.n	mee-aarlooid	self	s.	mee-aarlooid	collapsed
meeaarlooid	mee-aarlooid.n	meeaarlooid	univerbated	s.	mee-aarlooid	
e vee aarlooid	mee-aarlooid.n	mee-aarlooid	self	s.	e vee-aarlooid	
eveeaarlooid	mee-aarlooid.n	mee-aarlooid	self	s.	e vee-aarlooid	collapsed
eveeaarlooid	mee-aarlooid.n	meeaarlooid	univerbated	s.	e vee-aarlooid	
vee aarlooid	mee-aarlooid.n	mee-aarlooid	particle	s.	e vee-aarlooid	
veeaarlooid	mee-aarlooid.n	mee-aarlooid	particle	s.	e vee-aarlooid	collapsed
veeaarlooid	mee-aarlooid.n	meeaarlooid	univerbated	s.	e vee-aarlooid	
aart ny paart	aart-ny-paart.x	aart-ny-paart	self		aart-ny-paart	
aartnypaart	aart-ny-paart.x	aart-ny-paart	self		aart-ny-paart	collapsed
aartnypaart	aart-ny-paart.x	aartnypaart	univerbated		aart-ny-paart	
aase	aase.n	aase	self	s. m.	aase	
aase	faase.a	faase	demutated	a.	aase	
aaseyn	aase.n	aase	inflected	s. m.	aase	
aase	aase.v	aase	self	v.	aase	
aaseagh	aase.v	aase	inflected	v.	aase	
aaseee	aase.v	aase	inflected	v.	aase	
aasein	aase.v	aase	inflected	v.	aase	
aaseins	aase.v	aase	inflected	v.	aase	
aaseym	aase.v	aase	inflected	v.	aase	
aaseyms	aase.v	aase	inflected	v.	aase	
aaseys	aase.v	aase	inflected	v.	aase	
cha n'aas	n'aas.v	n'aas	self	v.	cha n'aas	demutation-unvalidated
chan'aas	n'aas.v	n'aas	self	v.	cha n'aas	collapsed
chan'aas	n'aas.v	n'aas	univerbated	v.	cha n'aas	
n'aas	n'aas.v	n'aas	particle	v.	cha n'aas	demutation-unvalidated
aas	n'aas.v	n'aas	mutation	v.	cha n'aas	demutation-unvalidated
cha n'aasagh	n'aas.v	n'aas	inflected	v.	cha n'aas	demutation-unvalidated
chan'aasagh	n'aas.v	n'aas	inflected	v.	cha n'aas	collapsed
chan'aasagh	n'aas.v	n'aas	univerbated	v.	cha n'aas	
n'aasagh	n'aas.v	n'aas	inflected	v.	cha n'aas	demutation-unvalidated
aasagh	n'aas.v	n'aas	inflected	v.	cha n'aas	demutation-unvalidated
cha n'aasee	n'aas.v	n'aas	inflected	v.	cha n'aas	demutation-unvalidated
chan'aasee	n'aas.v	n'aas	inflected	v.	cha n'aas	collapsed
chan'aasee	n'aas.v	n'aas	univerbated	v.	cha n'aas	
n'aasee	n'aas.v	n'aas	inflected	v.	cha n'aas	demutation-unvalidated
aasee	n'aas.v	n'aas	inflected	v.	cha n'aas	demutation-unvalidated
cha n'aasin	n'aas.v	n'aas	inflected	v.	cha n'aas	demutation-unvalidated
chan'aasin	n'aas.v	n'aas	inflected	v.	cha n'aas	collapsed
chan'aasin	n'aas.v	n'aas	univerbated	v.	cha n'aas	
n'aasin	n'aas.v	n'aas	inflected	v.	cha n'aas	demutation-unvalidated
aasin	n'aas.v	n'aas	inflected	v.	cha n'aas	demutation-unvalidated
cha n'aasins	n'aas.v	n'aas	inflected	v.	cha n'aas	demutation-unvalidated
chan'aasins	n'aas.v	n'aas	inflected	v.	cha n'aas	collapsed
chan'aasins	n'aas.v	n'aas	univerbated	v.	cha n'aas	
n'aasins	n'aas.v	n'aas	inflected	v.	cha n'aas	demutation-unvalidated
aasins	n'aas.v	n'aas	inflected	v.	cha n'aas	demutation-unvalidated
cha n'aasym	n'aas.v	n'aas	inflected	v.	cha n'aas	demutation-unvalidated
chan'aasym	n'aas.v	n'aas	inflected	v.	cha n'aas	collapsed
chan'aasym	n'aas.v	n'aas	univerbated	v.	cha n'aas	
n'aasym	n'aas.v	n'aas	inflected	v.	cha n'aas	demutation-unvalidated
aasym	n'aas.v	n'aas	inflected	v.	cha n'aas	demutation-unvalidated
cha n'aasyms	n'aas.v	n'aas	inflected	v.	cha n'aas	demutation-unvalidated
chan'aasyms	n'aas.v	n'aas	inflected	v.	cha n'aas	collapsed
chan'aasyms	n'aas.v	n'aas	univerbated	v.	cha n'aas	
n'aasyms	n'aas.v	n'aas	inflected	v.	cha n'aas	demutation-unvalidated
aasyms	n'aas.v	n'aas	inflected	v.	cha n'aas	demutation-unvalidated
cha n'aase	n'aas.v	n'aas	variant	v.	cha n'aase	demutation-unvalidated
chan'aase	n'aas.v	n'aas	variant	v.	cha n'aase	collapsed
chan'aase	n'aas.v	n'aas	univerbated	v.	cha n'aase	
n'aase	n'aas.v	n'aas	particle	v.	cha n'aase	demutation-unvalidated
