form	lemmaId	lemma	linkType	pos	via	note
aase	n'aas.v	n'aas	mutation	v.	cha n'aase	demutation-unvalidated
er n'aase	n'aase.v	n'aase	self	v.	er n'aase	demutation-unvalidated
ern'aase	n'aase.v	n'aase	self	v.	er n'aase	collapsed
ern'aase	n'aase.v	n'aase	univerbated	v.	er n'aase	
n'aase	n'aase.v	n'aase	particle	v.	er n'aase	demutation-unvalidated
aase	n'aase.v	n'aase	mutation	v.	er n'aase	demutation-unvalidated
daase	aase.v	aase	self	v.	daase	
gaase	aase.v	aase	self	v.	gaase	
e haase	aase.n	aase	self	s.	e haase	
ehaase	aase.n	aase	self	s.	e haase	collapsed
ehaase	aase.n	aase	univerbated	s.	e haase	
haase	aase.n	aase	particle	s.	e haase	
haase	saase.n	saase	demutated	s. m.	e haase	
aasit	aasit.x	aasit	self	pt.	aasit	
s'aasit	s'aasit.a	s'aasit	self	a.	s'aasit	demutation-unvalidated
aasit	s'aasit.a	s'aasit	mutation	a.	s'aasit	demutation-unvalidated
aasoil	aasoil.a	aasoil	self	a.	aasoil	
aash	aash.n	aash	self	s. m.	aash	
e haash	aash.n	aash	self	s.	e haash	
ehaash	aash.n	aash	self	s.	e haash	collapsed
ehaash	aash.n	aash	univerbated	s.	e haash	
haash	aash.n	aash	particle	s.	e haash	
as dty aash	as-dty-aash.x	as-dty-aash	self	in.	as-dty-aash	
asdtyaash	as-dty-aash.x	as-dty-aash	self	in.	as-dty-aash	collapsed
asdtyaash	as-dty-aash.x	asdtyaash	univerbated	in.	as-dty-aash	
as aash	as-dty-aash.x	as-dty-aash	variant	in.	as-aash	
asaash	as-dty-aash.x	as-dty-aash	variant	in.	as-aash	collapsed
asaash	as-dty-aash.x	asdtyaash	univerbated	in.	as-aash	
neu aash	neu-aash.n	neu-aash	self	s. f.	neu-aash	
neuaash	neu-aash.n	neu-aash	self	s. f.	neu-aash	collapsed
neuaash	neu-aash.n	neuaash	univerbated	s. f.	neu-aash	
graue aash	graue-aash.n	graue-aash	self	s. f.	graue-aash	
graueaash	graue-aash.n	graue-aash	self	s. f.	graue-aash	collapsed
graueaash	graue-aash.n	graueaash	univerbated	s. f.	graue-aash	
aashagh	aashagh.a	aashagh	self	a.	aashagh	
dy aashagh	aashagh.x	aashagh	self	adv.	dy aashagh	
dyaashagh	aashagh.x	aashagh	self	adv.	dy aashagh	collapsed
dyaashagh	aashagh.x	aashagh	univerbated	adv.	dy aashagh	
aashagh	aashagh.x	aashagh	particle	adv.	dy aashagh	
neu aashagh	neu-aashagh.x	neu-aashagh	self		neu-aashagh	
neuaashagh	neu-aashagh.x	neu-aashagh	self		neu-aashagh	collapsed
neuaashagh	neu-aashagh.x	neuaashagh	univerbated		neu-aashagh	
oayll aashagh	oayll-aashagh.a	oayll-aashagh	self	a.	oayll-aashagh	
oayllaashagh	oayll-aashagh.a	oayll-aashagh	self	a.	oayll-aashagh	collapsed
oayllaashagh	oayll-aashagh.a	oayllaashagh	univerbated	a.	oayll-aashagh	
s'aashagh	s'aashagh.a	s'aashagh	self	a.	s'aashagh	demutation-unvalidated
aashagh	s'aashagh.a	s'aashagh	mutation	a.	s'aashagh	demutation-unvalidated
b'aashiagh enn	b'aashiagh-enn.x	b'aashiagh-enn	self	adv.	b'aashiagh-enn	
b'aashiaghenn	b'aashiagh-enn.x	b'aashiagh-enn	self	adv.	b'aashiagh-enn	collapsed
b'aashiaghenn	b'aashiagh-enn.x	b'aashiaghenn	univerbated	adv.	b'aashiagh-enn	
aashiagh enn	b'aashiagh-enn.x	b'aashiagh-enn	mutation	adv.	b'aashiagh-enn	
aashiaghenn	b'aashiagh-enn.x	b'aashiagh-enn	mutation	adv.	b'aashiagh-enn	collapsed
aashiaghenn	b'aashiagh-enn.x	b'aashiaghenn	univerbated	adv.	b'aashiagh-enn	
sassey	s'aashagh.a	s'aashagh	variant	a.	sassey	demutation-unvalidated
s'aashaght	s'aashagh.a	s'aashagh	typo	a.	s'aashaght	demutation-unvalidated
aashaght	s'aashagh.a	s'aashagh	mutation	a.	s'aashaght	demutation-unvalidated
sassey	sassey.a	sassey	self	a.	sassey	
aashag	aashag.n	aashag	self	s. f.	aashag	
aashagyn	aashag.n	aashag	inflected	s. f.	aashag	
aaue	aaue.n	Aaue	self	s. f.	Aaue	
aaue	faaue.n	faaue	demutated	s. m.	Aaue	
abane	abane.n	abane	self	s. f.	abane	
abaneyn	abane.n	abane	inflected	s. f.	abane	
e habane	abane.n	abane	self	s.	e habane	
ehabane	abane.n	abane	self	s.	e habane	collapsed
ehabane	abane.n	abane	univerbated	s.	e habane	
habane	abane.n	abane	particle	s.	e habane	
abanagh	abanagh.a	abanagh	self	a. d.	abanagh	
abb	abb.a	abb	self	a.	abb	
abbyrlhit	abbyrlhit.n	abbyrlhit	self	s. m.	abbyrlhit	
aber	aber.n	aber	self	s. m.	aber	
aberyn	aber.n	aber	inflected	s. m.	aber	
abyl	abyl.a	abyl	self	a.	abyl	
s'abyl	s'abyl.a	s'abyl	self	a.	s'abyl	demutation-unvalidated
abyl	s'abyl.a	s'abyl	mutation	a.	s'abyl	demutation-unvalidated
neu abyl	neu-abyl.a	neu-abyl	self	a.	neu-abyl	
neuabyl	neu-abyl.a	neu-abyl	self	a.	neu-abyl	collapsed
neuabyl	neu-abyl.a	neuabyl	univerbated	a.	neu-abyl	
accan	accan.n	accan	self	s. m.	accan	
accanyn	accan.n	accan	inflected	s. m.	accan	
e haccan	accan.n	accan	self	s.	e haccan	
ehaccan	accan.n	accan	self	s.	e haccan	collapsed
ehaccan	accan.n	accan	univerbated	s.	e haccan	
haccan	accan.n	accan	particle	s.	e haccan	
gaccan	accan.v	accan	self	v.	gaccan	
accanagh	accanagh.n	accanagh	self	s. m.	accanagh	
accanee	accanagh.n	accanagh	inflected	s. m.	accanagh	
accyrys	accyrys.n	accyrys	self	s. m.	accyrys	
e haccyrys	accyrys.n	accyrys	self	s.	e haccyrys	
ehaccyrys	accyrys.n	accyrys	self	s.	e haccyrys	collapsed
ehaccyrys	accyrys.n	accyrys	univerbated	s.	e haccyrys	
haccyrys	accyrys.n	accyrys	particle	s.	e haccyrys	
gaccrys	gaccrys.a	gaccrys	self	a.	gaccrys	demutation-unvalidated
accryssagh	accryssagh.x	accryssagh	self		accryssagh	
accryssee	accryssagh.x	accryssagh	inflected		accryssagh	
s'accryssagh	s'accryssagh.a	s'accryssagh	self	a.	s'accryssagh	demutation-unvalidated
accryssagh	s'accryssagh.a	s'accryssagh	mutation	a.	s'accryssagh	demutation-unvalidated
s'accryssee	s'accryssee.a	s'accryssee	self	a. id.	s'accryssee	demutation-unvalidated
accryssee	s'accryssee.a	s'accryssee	mutation	a. id.	s'accryssee	demutation-unvalidated
achlish	achlish.n	achlish	self	s. f.	achlish	
aghlish	achlish.n	achlish	variant	s. f.	aghlish	
oghlish	oghlish.x	oghlish	self		oghlish	
grine achlish	grine-achlish.n	grine-achlish	self	s. m.	grine-achlish	
grineachlish	grine-achlish.n	grine-achlish	self	s. m.	grine-achlish	collapsed
grineachlish	grine-achlish.n	grineachlish	univerbated	s. m.	grine-achlish	
acoyrts	acoyrts.n	acoyrts	self	s. m.	acoyrts	
acoyrtsyn	acoyrts.n	acoyrts	inflected	s. m.	acoyrts	
acoyrtssagh	acoyrtssagh.n	acoyrtssagh	self	s. m.	acoyrtssagh	
acoyrtssee	acoyrtssagh.n	acoyrtssagh	inflected	s. m.	acoyrtssagh	
ad	ad.x	ad	self	pro.	ad	
adsyn	ad.x	ad	inflected	pro.	ad	
ad hene	ad-hene.x	ad-hene	self	pro.	ad-hene	
adhene	ad-hene.x	ad-hene	self	pro.	ad-hene	collapsed
adhene	ad-hene.x	adhene	univerbated	pro.	ad-hene	
adshen	adshen.x	adshen	self	pro.	adshen	
adshid	adshid.x	adshid	self	pro.	adshid	
adshoh	adshoh.x	adshoh	self	pro.	adshoh	
adultrinagh	adultrinagh.a	adultrinagh	self	a.	adultrinagh	
aeg	aeg.a	aeg	self	a.	aeg	
aegey	aegey.a	aegey	self	a. pl.	aegey	
s'aeg	s'aeg.a	s'aeg	self	a.	s'aeg	demutation-unvalidated
aeg	s'aeg.a	s'aeg	mutation	a.	s'aeg	demutation-unvalidated
saa	saa.a	saa	self	a.	saa	
aegid	aegid.n	aegid	self	s. m.	aegid	
e haegid	aegid.n	aegid	self	s.	e haegid	
ehaegid	aegid.n	aegid	self	s.	e haegid	collapsed
ehaegid	aegid.n	aegid	univerbated	s.	e haegid	
haegid	aegid.n	aegid	particle	s.	e haegid	
ben aeg	ben-aeg.n	ben-aeg	self	s. f.	ben-aeg	
benaeg	ben-aeg.n	ben-aeg	self	s. f.	ben-aeg	collapsed
benaeg	ben-aeg.n	benaeg	univerbated	s. f.	ben-aeg	
dooinney aeg	dooinney-aeg.n	dooinney-aeg	self	s. m.	dooinney-aeg	
dooinneyaeg	dooinney-aeg.n	dooinney-aeg	self	s. m.	dooinney-aeg	collapsed
dooinneyaeg	dooinney-aeg.n	dooinneyaeg	univerbated	s. m.	dooinney-aeg	
aer	aer.n	aer	self	s. f.	aer	
agg	aggad.x	aggad	variant		agg	
aggad	aggad.x	aggad	self		aggad	
aggair	aggair.n	aggair	self	s. m.	aggair	
aggairys	aggair.n	aggair	variant	s. m.	aggairys	
aggairagh	aggairagh.a	aggairagh	self	a.	aggairagh	
aggairagh	aggairagh.n	aggairagh	self	s. m.	aggairagh	
aggairee	aggairagh.n	aggairagh	inflected	s. m.	aggairagh	
s'aggairagh	s'aggairagh.a	s'aggairagh	self	a.	s'aggairagh	demutation-unvalidated
aggairagh	s'aggairagh.a	s'aggairagh	mutation	a.	s'aggairagh	demutation-unvalidated
s'aggairee	s'aggairee.a	s'aggairee	self	a. id. comp. and sup.	s'aggairee	demutation-unvalidated
aggairee	s'aggairee.a	s'aggairee	mutation	a. id. comp. and sup.	s'aggairee	demutation-unvalidated
aggindagh	aggindagh.a	aggindagh	self	a.	aggindagh	
neu aggindagh	neu-aggindagh.a	neu-aggindagh	self	a.	neu-aggindagh	
neuaggindagh	neu-aggindagh.a	neu-aggindagh	self	a.	neu-aggindagh	collapsed
neuaggindagh	neu-aggindagh.a	neuaggindagh	univerbated	a.	neu-aggindagh	
neu agginagh	neu-aggindagh.a	neu-aggindagh	variant	a.	neu-agginagh	
neuagginagh	neu-aggindagh.a	neu-aggindagh	variant	a.	neu-agginagh	collapsed
neuagginagh	neu-aggindagh.a	neuaggindagh	univerbated	a.	neu-agginagh	
aggindys	aggindys.n	aggindys	self	s. m.	aggindys	
e haggindys	aggindys.n	aggindys	self	s.	e haggindys	
ehaggindys	aggindys.n	aggindys	self	s.	e haggindys	collapsed
ehaggindys	aggindys.n	aggindys	univerbated	s.	e haggindys	
haggindys	aggindys.n	aggindys	particle	s.	e haggindys	
neu aggindys	neu-aggindys.n	neu-aggindys	self	s. f.	neu-aggindys	
neuaggindys	neu-aggindys.n	neu-aggindys	self	s. f.	neu-aggindys	collapsed
neuaggindys	neu-aggindys.n	neuaggindys	univerbated	s. f.	neu-aggindys	
aggle	aggle.n	aggle	self	s. m.	aggle	
aggleyn	aggle.n	aggle	inflected	s. m.	aggle	
e haggle	aggle.n	aggle	self	s.	e haggle	
ehaggle	aggle.n	aggle	self	s.	e haggle	collapsed
ehaggle	aggle.n	aggle	univerbated	s.	e haggle	
haggle	aggle.n	aggle	particle	s.	e haggle	
er aggle	er-aggle.x	er-aggle	self	adv.	er-aggle	
eraggle	er-aggle.x	er-aggle	self	adv.	er-aggle	collapsed
eraggle	er-aggle.x	eraggle	univerbated	adv.	er-aggle	
s'aggle	s'aggle.x	s'aggle	self	adv.	s'aggle	demutation-unvalidated
aggle	s'aggle.x	s'aggle	mutation	adv.	s'aggle	demutation-unvalidated
cha b'aggle	b'aggle.v	b'aggle	self	v.	cha b'aggle	
chab'aggle	b'aggle.v	b'aggle	self	v.	cha b'aggle	collapsed
chab'aggle	b'aggle.v	b'aggle	univerbated	v.	cha b'aggle	
b'aggle	b'aggle.v	b'aggle	particle	v.	cha b'aggle	
aggle	b'aggle.v	b'aggle	mutation	v.	cha b'aggle	
aggl	aggl.v	aggl	self	v.	aggl	
agglagh	aggl.v	aggl	inflected	v.	aggl	
agglin	aggl.v	aggl	inflected	v.	aggl	
agglins	aggl.v	aggl	inflected	v.	aggl	
agglym	aggl.v	aggl	inflected	v.	aggl	
agglyms	aggl.v	aggl	inflected	v.	aggl	
agglys	aggl.v	aggl	inflected	v.	aggl	
agglee	aggl.v	aggl	variant	v.	agglee	
cha n'aggl	n'aggl.v	n'aggl	self	v.	cha n'aggl	demutation-unvalidated
chan'aggl	n'aggl.v	n'aggl	self	v.	cha n'aggl	collapsed
chan'aggl	n'aggl.v	n'aggl	univerbated	v.	cha n'aggl	
n'aggl	n'aggl.v	n'aggl	particle	v.	cha n'aggl	demutation-unvalidated
aggl	n'aggl.v	n'aggl	mutation	v.	cha n'aggl	demutation-unvalidated
cha n'agglagh	n'aggl.v	n'aggl	inflected	v.	cha n'aggl	demutation-unvalidated
chan'agglagh	n'aggl.v	n'aggl	inflected	v.	cha n'aggl	collapsed
chan'agglagh	n'aggl.v	n'aggl	univerbated	v.	cha n'aggl	
n'agglagh	n'aggl.v	n'aggl	inflected	v.	cha n'aggl	demutation-unvalidated
agglagh	n'aggl.v	n'aggl	inflected	v.	cha n'aggl	demutation-unvalidated
cha n'agglee	n'aggl.v	n'aggl	inflected	v.	cha n'aggl	demutation-unvalidated
chan'agglee	n'aggl.v	n'aggl	inflected	v.	cha n'aggl	collapsed
chan'agglee	n'aggl.v	n'aggl	univerbated	v.	cha n'aggl	
n'agglee	n'aggl.v	n'aggl	inflected	v.	cha n'aggl	demutation-unvalidated
agglee	n'aggl.v	n'aggl	inflected	v.	cha n'aggl	demutation-unvalidated
cha n'agglin	n'aggl.v	n'aggl	inflected	v.	cha n'aggl	demutation-unvalidated
chan'agglin	n'aggl.v	n'aggl	inflected	v.	cha n'aggl	collapsed
chan'agglin	n'aggl.v	n'aggl	univerbated	v.	cha n'aggl	
n'agglin	n'aggl.v	n'aggl	inflected	v.	cha n'aggl	demutation-unvalidated
agglin	n'aggl.v	n'aggl	inflected	v.	cha n'aggl	demutation-unvalidated
cha n'agglins	n'aggl.v	n'aggl	inflected	v.	cha n'aggl	demutation-unvalidated
chan'agglins	n'aggl.v	n'aggl	inflected	v.	cha n'aggl	collapsed
chan'agglins	n'aggl.v	n'aggl	univerbated	v.	cha n'aggl	
n'agglins	n'aggl.v	n'aggl	inflected	v.	cha n'aggl	demutation-unvalidated
agglins	n'aggl.v	n'aggl	inflected	v.	cha n'aggl	demutation-unvalidated
cha n'agglym	n'aggl.v	n'aggl	inflected	v.	cha n'aggl	demutation-unvalidated
chan'agglym	n'aggl.v	n'aggl	inflected	v.	cha n'aggl	collapsed
chan'agglym	n'aggl.v	n'aggl	univerbated	v.	cha n'aggl	
n'agglym	n'aggl.v	n'aggl	inflected	v.	cha n'aggl	demutation-unvalidated
agglym	n'aggl.v	n'aggl	inflected	v.	cha n'aggl	demutation-unvalidated
cha n'agglyms	n'aggl.v	n'aggl	inflected	v.	cha n'aggl	demutation-unvalidated
chan'agglyms	n'aggl.v	n'aggl	inflected	v.	cha n'aggl	collapsed
chan'agglyms	n'aggl.v	n'aggl	univerbated	v.	cha n'aggl	
n'agglyms	n'aggl.v	n'aggl	inflected	v.	cha n'aggl	demutation-unvalidated
agglyms	n'aggl.v	n'aggl	inflected	v.	cha n'aggl	demutation-unvalidated
cha n'aggle	n'aggl.v	n'aggl	variant	v.	cha n'aggle	demutation-unvalidated
chan'aggle	n'aggl.v	n'aggl	variant	v.	cha n'aggle	collapsed
chan'aggle	n'aggl.v	n'aggl	univerbated	v.	cha n'aggle	
n'aggle	n'aggl.v	n'aggl	particle	v.	cha n'aggle	demutation-unvalidated
aggle	n'aggl.v	n'aggl	mutation	v.	cha n'aggle	demutation-unvalidated
daggle	aggle.v	aggle	self	v.	daggle	
dagglee	aggle.v	aggle	variant	v.	dagglee	
jaggle	jaggle.x	jaggle	self	c.	jaggle	
jagglee	jaggle.x	jaggle	variant	c.	jagglee	
gagglagh	agglagh.v	agglagh	self	v.	gagglagh	
gagglaghey	agglagh.v	agglagh	variant	v.	gagglaghey	
dy agglaghey	agglaghey.v	agglaghey	self	v.	dy agglaghey	
dyagglaghey	agglaghey.v	agglaghey	self	v.	dy agglaghey	collapsed
dyagglaghey	agglaghey.v	agglaghey	univerbated	v.	dy agglaghey	
agglaghey	agglaghey.v	agglaghey	particle	v.	dy agglaghey	
er n'agglaghey	n'agglaghey.v	n'agglaghey	self	v.	er n'agglaghey	demutation-unvalidated
ern'agglaghey	n'agglaghey.v	n'agglaghey	self	v.	er n'agglaghey	collapsed
ern'agglaghey	n'agglaghey.v	n'agglaghey	univerbated	v.	er n'agglaghey	
n'agglaghey	n'agglaghey.v	n'agglaghey	particle	v.	er n'agglaghey	demutation-unvalidated
agglaghey	n'agglaghey.v	n'agglaghey	mutation	v.	er n'agglaghey	demutation-unvalidated
agglit	agglit.x	agglit	self		agglit	
s'agglit	s'agglit.a	s'agglit	self	a.	s'agglit	demutation-unvalidated
agglit	s'agglit.a	s'agglit	mutation	a.	s'agglit	demutation-unvalidated
agglagh	agglagh.a	agglagh	self	a.	agglagh	
s'agglagh	s'agglagh.x	s'agglagh	self		s'agglagh	demutation-unvalidated
agglagh	s'agglagh.x	s'agglagh	mutation		s'agglagh	demutation-unvalidated
s'agglee	s'agglee.a	s'agglee	self	a. id., comp. and sup	s'agglee	demutation-unvalidated
agglee	s'agglee.a	s'agglee	mutation	a. id., comp. and sup	s'agglee	demutation-unvalidated
agglaghin	agglaghin.n	agglaghin	self	s. m.	agglaghin	
agglaghinyn	agglaghin.n	agglaghin	inflected	s. m.	agglaghin	
agglish	agglish.n	agglish	self	s. f.	agglish	
agglishyn	agglish.n	agglish	inflected	s. f.	agglish	
ny hagglish	agglish.n	agglish	self	s.	ny hagglish	
nyhagglish	agglish.n	agglish	self	s.	ny hagglish	collapsed
nyhagglish	agglish.n	agglish	univerbated	s.	ny hagglish	
hagglish	agglish.n	agglish	particle	s.	ny hagglish	
briw agglish	briw-agglish.n	briw-agglish	self	s. m.	briw-agglish	
briwagglish	briw-agglish.n	briw-agglish	self	s. m.	briw-agglish	collapsed
briwagglish	briw-agglish.n	briwagglish	univerbated	s. m.	briw-agglish	
leigh ny hagglish	leigh-ny-hagglish.n	leigh ny hagglish	self	s. f.	leigh ny hagglish	
leighnyhagglish	leigh-ny-hagglish.n	leigh ny hagglish	self	s. f.	leigh ny hagglish	collapsed
leighnyhagglish	leigh-ny-hagglish.n	leighnyhagglish	univerbated	s. f.	leigh ny hagglish	
meoir agglish	meoir-agglish.n	meoir-agglish	self	s. m.	meoir-agglish	
meoiragglish	meoir-agglish.n	meoir-agglish	self	s. m.	meoir-agglish	collapsed
meoiragglish	meoir-agglish.n	meoiragglish	univerbated	s. m.	meoir-agglish	
agglishagh	agglishagh.a	agglishagh	self	a.	agglishagh	
aggyrts	aggyrts.v	aggyrts	self	v.	aggyrts	
gaggyrts	aggyrts.v	aggyrts	self	v.	gaggyrts	
gagyrtssagh	gagyrtssagh.n	gagyrtssagh	self	s. m.	gagyrtssagh	demutation-unvalidated
gagyrtssee	gagyrtssagh.n	gagyrtssagh	inflected	s. m.	gagyrtssagh	demutation-unvalidated
agh	agh.x	agh	self	conj.	agh	
agh fuirree ort	agh-fuirree-ort.x	agh fuirree ort	self	in.	agh fuirree ort	
aghfuirreeort	agh-fuirree-ort.x	agh fuirree ort	self	in.	agh fuirree ort	collapsed
aghfuirreeort	agh-fuirree-ort.x	aghfuirreeort	univerbated	in.	agh fuirree ort	
agh son shoh as ooilley	agh-son-shoh-as-ooilley.x	agh son shoh as ooilley	self	adv.	agh son shoh as ooilley	
aghsonshohasooilley	agh-son-shoh-as-ooilley.x	agh son shoh as ooilley	self	adv.	agh son shoh as ooilley	collapsed
aghsonshohasooilley	agh-son-shoh-as-ooilley.x	aghsonshohasooilley	univerbated	adv.	agh son shoh as ooilley	
aghaue	aghaue.n	aghaue	self	s. f.	aghaue	
aghin	aghin.n	aghin	self	s. f.	aghin	
aghinyn	aghin.n	aghin	inflected	s. f.	aghin	
e haghin	aghin.n	aghin	self	s.	e haghin	
ehaghin	aghin.n	aghin	self	s.	e haghin	collapsed
ehaghin	aghin.n	aghin	univerbated	s.	e haghin	
haghin	aghin.n	aghin	particle	s.	e haghin	
aghinagh	aghinagh.n	aghinagh	self	s. m.	aghinagh	
aghinee	aghinagh.n	aghinagh	inflected	s. m.	aghinagh	
aghiney	aghiney.v	aghiney	self	v.	aghiney	
agh markiagh	agh-markiagh.n	agh-markiagh	self	s. m.	agh-markiagh	
aghmarkiagh	agh-markiagh.n	agh-markiagh	self	s. m.	agh-markiagh	collapsed
aghmarkiagh	agh-markiagh.n	aghmarkiagh	univerbated	s. m.	agh-markiagh	
yn eagh	eagh.n	eagh	self	s. m.	yn eagh	
yneagh	eagh.n	eagh	self	s. m.	yn eagh	collapsed
yneagh	eagh.n	eagh	univerbated	s. m.	yn eagh	
eagh	eagh.n	eagh	particle	s. m.	yn eagh	
eagh	feagh.a	feagh	demutated	a.	yn eagh	
yn niagh	niagh.x	niagh	self		yn niagh	
ynniagh	niagh.x	niagh	self		yn niagh	collapsed
ynniagh	niagh.x	niagh	univerbated		yn niagh	
niagh	niagh.x	niagh	particle		yn niagh	
eagh cheoy	eagh-cheoy.n	eagh-cheoy	self	s. f.	eagh-cheoy	
eaghcheoy	eagh-cheoy.n	eagh-cheoy	self	s. f.	eagh-cheoy	collapsed
eaghcheoy	eagh-cheoy.n	eaghcheoy	univerbated	s. f.	eagh-cheoy	
agheree	agheree.v	agheree	self	v.	agheree	
agherey hoaney	agherey-hoaney.n	agherey-hoaney	self	s. f.	agherey-hoaney	
aghereyhoaney	agherey-hoaney.n	agherey-hoaney	self	s. f.	agherey-hoaney	collapsed
aghereyhoaney	agherey-hoaney.n	aghereyhoaney	univerbated	s. f.	agherey-hoaney	
agherey amman	agherey-hoaney.n	agherey-hoaney	variant	s. f.	agherey-amman	
aghereyamman	agherey-hoaney.n	agherey-hoaney	variant	s. f.	agherey-amman	collapsed
aghereyamman	agherey-hoaney.n	aghereyhoaney	univerbated	s. f.	agherey-amman	
aght	aght.n	aght	self	s. m.	aght	
aghtyn	aght.n	aght	inflected	s. m.	aght	
e haght	aght.n	aght	self	s.	e haght	
ehaght	aght.n	aght	self	s.	e haght	collapsed
ehaght	aght.n	aght	univerbated	s.	e haght	
haght	aght.n	aght	particle	s.	e haght	
gaght	aght.v	aght	self	v.	gaght	
gaghtagh	aght.v	aght	inflected	v.	gaght	
gaghtee	aght.v	aght	inflected	v.	gaght	
gaghtin	aght.v	aght	inflected	v.	gaght	
gaghtins	aght.v	aght	inflected	v.	gaght	
gaghtyms	aght.v	aght	inflected	v.	gaght	
gaghtys	aght.v	aght	inflected	v.	gaght	
gaghtym	aght.v	aght	inflected	v.	gaght	
gaghtey	gaghtey.v	gaghtey	self	v.	gaghtey	demutation-unvalidated
aghtal	aghtal.a	aghtal	self	a.	aghtal	
s'aghtal	s'aghtal.a	s'aghtal	self	a.	s'aghtal	demutation-unvalidated
aghtal	s'aghtal.a	s'aghtal	mutation	a.	s'aghtal	demutation-unvalidated
s'aghtaley	s'aghtaley.a	s'aghtaley	self	a. id., comp. and sup	s'aghtaley	demutation-unvalidated
aghtaley	s'aghtaley.a	s'aghtaley	mutation	a. id., comp. and sup	s'aghtaley	demutation-unvalidated
neu aghtal	neu-aghtal.a	neu-aghtal	self	a.	neu-aghtal	
neuaghtal	neu-aghtal.a	neu-aghtal	self	a.	neu-aghtal	collapsed
neuaghtal	neu-aghtal.a	neuaghtal	univerbated	a.	neu-aghtal	
aghtallys	aghtallys.n	aghtallys	self	s. m.	aghtallys	
neu aghtallys	neu-aghtallys.n	neu-aghtallys	self	s. f.	neu-aghtallys	
neuaghtallys	neu-aghtallys.n	neu-aghtallys	self	s. f.	neu-aghtallys	collapsed
neuaghtallys	neu-aghtallys.n	neuaghtallys	univerbated	s. f.	neu-aghtallys	
aght baghee	aght-baghee.n	aght-baghee	self	s. m.	aght-baghee	
aghtbaghee	aght-baghee.n	aght-baghee	self	s. m.	aght-baghee	collapsed
aghtbaghee	aght-baghee.n	aghtbaghee	univerbated	s. m.	aght-baghee	
aghterbee	aghterbee.x	aghterbee	self	adv.	aghterbee	
naght	naght.n	naght	self	s. m.	naght	
aghtys	aghtys.n	aghtys	self	s.	aghtys	
drogh aghtys	drogh-aghtys.n	drogh-aghtys	self	s. f.	drogh-aghtys	
droghaghtys	drogh-aghtys.n	drogh-aghtys	self	s. f.	drogh-aghtys	collapsed
droghaghtys	drogh-aghtys.n	droghaghtys	univerbated	s. f.	drogh-aghtys	
aghtrhoeid	aghtrhoeid.n	aghtrhoeid	self	s. m.	aghtrhoeid	
ah	ah.x	ah	self	in.	ah	
ahjooigh	ahjooigh.n	ahjooigh	self	s. f.	ahjooigh	
ahlah	ahlah.x	ahlah	self	in.	ahlah	
ahlea	ahlea.n	ahlea	self	s. f.	ahlea	
ahlley	ahlley.n	ahlley	self	s. f.	ahlley	
aiee	aiee.n	aiee	self	s. f.	aiee	
aieeyn	aiee.n	aiee	inflected	s. f.	aiee	
e haïee	haïee.n	haïee	self	s.	e haïee	demutation-unvalidated
ehaïee	haïee.n	haïee	self	s.	e haïee	collapsed
ehaïee	haïee.n	haïee	univerbated	s.	e haïee	
haïee	haïee.n	haïee	particle	s.	e haïee	demutation-unvalidated
aae	aae.a	aae	self	a. d.	aae	
aaie eayil	aiee-eayil.x	aiee eayil	variant		aaie eayil	
aaieeayil	aiee-eayil.x	aiee eayil	variant		aaie eayil	collapsed
aaieeayil	aiee-eayil.x	aieeeayil	univerbated		aaie eayil	
aiee eayil	aiee-eayil.x	aiee eayil	self		aiee eayil	
aieeeayil	aiee-eayil.x	aiee eayil	self		aiee eayil	collapsed
aieeeayil	aiee-eayil.x	aieeeayil	univerbated		aiee eayil	
aaie gheayil	aaie-gheayil.x	aaie gheayil	self		aaie gheayil	
aaiegheayil	aaie-gheayil.x	aaie gheayil	self		aaie gheayil	collapsed
aaiegheayil	aaie-gheayil.x	aaiegheayil	univerbated		aaie gheayil	
aigh vie	aigh-vie.n	aigh-vie	self	s. m.	aigh-vie	
aighvie	aigh-vie.n	aigh-vie	self	s. m.	aigh-vie	collapsed
aighvie	aigh-vie.n	aighvie	univerbated	s. m.	aigh-vie	
aie vie	aigh-vie.n	aigh-vie	variant	s. m.	aie-vie	
aievie	aigh-vie.n	aigh-vie	variant	s. m.	aie-vie	collapsed
aievie	aigh-vie.n	aighvie	univerbated	s. m.	aie-vie	
aigney	aigney.n	aigney	self	s. f.	aigney	
aignaghyn	aigney.n	aigney	inflected	s. f.	aigney	
e haigney	aigney.n	aigney	self	s.	e haigney	
ehaigney	aigney.n	aigney	self	s.	e haigney	collapsed
ehaigney	aigney.n	aigney	univerbated	s.	e haigney	
haigney	aigney.n	aigney	particle	s.	e haigney	
aigney booiagh	aigney-booiagh.n	aigney-booiagh	self	s. m.	aigney-booiagh	
aigneybooiagh	aigney-booiagh.n	aigney-booiagh	self	s. m.	aigney-booiagh	collapsed
aigneybooiagh	aigney-booiagh.n	aigneybooiagh	univerbated	s. m.	aigney-booiagh	
aigney caghlaait	aigney-caghlaait.x	aigney-caghlaait	self		aigney-caghlaait	
aigneycaghlaait	aigney-caghlaait.x	aigney-caghlaait	self		aigney-caghlaait	collapsed
aigneycaghlaait	aigney-caghlaait.x	aigneycaghlaait	univerbated		aigney-caghlaait	
aigney mie	aigney-mie.n	aigney-mie	self	s. m.	aigney-mie	
